Inf,-72.92,-93.68,-111.88,-73.59,-79.43,-93.66,-110.73,-87.05,-94.32,-104.10,-112.83;
-75.93,Inf,-75.93,-96.69,-82.44,-70.58,-79.43,-96.67,-91.31,-90.06,-94.32,-101.09;
-93.68,-72.92,Inf,-78.94,-96.67,-79.43,-70.58,-82.44,-101.09,-94.32,-90.06,-91.31;
-108.87,-90.67,-75.93,Inf,-110.73,-93.66,-79.43,-73.59,-112.83,-104.10,-94.32,-87.05;
-73.59,-79.43,-96.67,-113.74,Inf,-72.92,-90.67,-108.87,-70.58,-82.44,-96.67,-107.72;
-82.44,-70.58,-82.44,-99.68,-75.93,Inf,-72.92,-93.68,-79.43,-73.59,-82.44,-93.66;
-96.67,-79.43,-73.59,-85.45,-93.68,-72.92,Inf,-75.93,-93.66,-82.44,-73.59,-79.43;
-110.73,-93.66,-82.44,-76.60,-108.87,-90.67,-72.92,Inf,-107.72,-96.67,-82.44,-70.58;
-90.06,-91.31,-104.10,-118.85,-73.59,-79.43,-93.66,-110.73,Inf,-75.93,-93.68,-105.86;
-94.32,-87.05,-94.32,-107.11,-82.44,-70.58,-79.43,-96.67,-72.92,Inf,-75.93,-90.67;
-104.10,-91.31,-90.06,-97.33,-96.67,-79.43,-70.58,-82.44,-90.67,-75.93,Inf,-72.92;
-115.84,-101.09,-94.32,-93.07,-110.73,-93.66,-79.43,-73.59,-105.86,-93.68,-75.93,Inf
