Inf,-75.93,-90.67,-105.86,-73.59,-85.45,-96.67,-107.72,-93.07,-91.31,-104.10,-118.85;
-72.92,Inf,-72.92,-90.67,-82.44,-76.60,-82.44,-93.66,-97.33,-87.05,-94.32,-107.11;
-90.67,-75.93,Inf,-72.92,-96.67,-85.45,-73.59,-79.43,-107.11,-91.31,-90.06,-97.33;
-105.86,-93.68,-72.92,Inf,-110.73,-99.68,-82.44,-70.58,-118.85,-101.09,-94.32,-93.07;
-70.58,-82.44,-93.66,-107.72,Inf,-78.94,-93.68,-105.86,-76.60,-79.43,-96.67,-113.74;
-79.43,-73.59,-79.43,-93.66,-75.93,Inf,-75.93,-90.67,-85.45,-70.58,-82.44,-99.68;
-93.66,-82.44,-70.58,-79.43,-93.68,-78.94,Inf,-72.92,-99.68,-79.43,-73.59,-85.45;
-107.72,-96.67,-79.43,-70.58,-108.87,-96.69,-75.93,Inf,-113.74,-93.66,-82.44,-76.60;
-87.05,-94.32,-101.09,-112.83,-73.59,-85.45,-96.67,-107.72,Inf,-72.92,-93.68,-111.88;
-91.31,-90.06,-91.31,-101.09,-82.44,-76.60,-82.44,-93.66,-78.94,Inf,-75.93,-96.69;
-101.09,-94.32,-87.05,-91.31,-96.67,-85.45,-73.59,-79.43,-96.69,-72.92,Inf,-78.94;
-112.83,-104.10,-91.31,-87.05,-110.73,-99.68,-82.44,-70.58,-111.88,-90.67,-75.93,Inf
