Inf,-78.94,-96.69,-108.87,-76.60,-82.44,-96.67,-113.74,-90.06,-97.33,-104.10,-115.84;
-72.92,Inf,-78.94,-93.68,-85.45,-73.59,-82.44,-99.68,-94.32,-93.07,-94.32,-104.10;
-90.67,-78.94,Inf,-75.93,-99.68,-82.44,-73.59,-85.45,-104.10,-97.33,-90.06,-94.32;
-105.86,-96.69,-78.94,Inf,-113.74,-96.67,-82.44,-76.60,-115.84,-107.11,-94.32,-90.06;
-70.58,-85.45,-99.68,-110.73,Inf,-75.93,-93.68,-111.88,-73.59,-85.45,-96.67,-110.73;
-79.43,-76.60,-85.45,-96.67,-78.94,Inf,-75.93,-96.69,-82.44,-76.60,-82.44,-96.67;
-93.66,-85.45,-76.60,-82.44,-96.69,-75.93,Inf,-78.94,-96.67,-85.45,-73.59,-82.44;
-107.72,-99.68,-85.45,-73.59,-111.88,-93.68,-75.93,Inf,-110.73,-99.68,-82.44,-73.59;
-87.05,-97.33,-107.11,-115.84,-76.60,-82.44,-96.67,-113.74,Inf,-78.94,-93.68,-108.87;
-91.31,-93.07,-97.33,-104.10,-85.45,-73.59,-82.44,-99.68,-75.93,Inf,-75.93,-93.68;
-101.09,-97.33,-93.07,-94.32,-99.68,-82.44,-73.59,-85.45,-93.68,-78.94,Inf,-75.93;
-112.83,-107.11,-97.33,-90.06,-113.74,-96.67,-82.44,-76.60,-108.87,-96.69,-75.93,Inf
