Inf,-78.94,-90.67,-108.87,-73.59,-85.45,-99.68,-110.73,-93.07,-97.33,-101.09,-115.84;
-75.93,Inf,-72.92,-93.68,-82.44,-76.60,-85.45,-96.67,-97.33,-93.07,-91.31,-104.10;
-93.68,-78.94,Inf,-75.93,-96.67,-85.45,-76.60,-82.44,-107.11,-97.33,-87.05,-94.32;
-108.87,-96.69,-72.92,Inf,-110.73,-99.68,-85.45,-73.59,-118.85,-107.11,-91.31,-90.06;
-73.59,-85.45,-93.66,-110.73,Inf,-78.94,-96.69,-108.87,-76.60,-85.45,-93.66,-110.73;
-82.44,-76.60,-79.43,-96.67,-75.93,Inf,-78.94,-93.68,-85.45,-76.60,-79.43,-96.67;
-96.67,-85.45,-70.58,-82.44,-93.68,-78.94,Inf,-75.93,-99.68,-85.45,-70.58,-82.44;
-110.73,-99.68,-79.43,-73.59,-108.87,-96.69,-78.94,Inf,-113.74,-99.68,-79.43,-73.59;
-90.06,-97.33,-101.09,-115.84,-73.59,-85.45,-99.68,-110.73,Inf,-78.94,-90.67,-108.87;
-94.32,-93.07,-91.31,-104.10,-82.44,-76.60,-85.45,-96.67,-78.94,Inf,-72.92,-93.68;
-104.10,-97.33,-87.05,-94.32,-96.67,-85.45,-76.60,-82.44,-96.69,-78.94,Inf,-75.93;
-115.84,-107.11,-91.31,-90.06,-110.73,-99.68,-85.45,-73.59,-111.88,-96.69,-72.92,Inf
