Inf,-78.94,-90.67,-105.86,-70.58,-82.44,-96.67,-107.72,-90.06,-91.31,-101.09,-115.84;
-78.94,Inf,-72.92,-90.67,-79.43,-73.59,-82.44,-93.66,-94.32,-87.05,-91.31,-104.10;
-96.69,-78.94,Inf,-72.92,-93.66,-82.44,-73.59,-79.43,-104.10,-91.31,-87.05,-94.32;
-111.88,-96.69,-72.92,Inf,-107.72,-96.67,-82.44,-70.58,-115.84,-101.09,-91.31,-90.06;
-76.60,-85.45,-93.66,-107.72,Inf,-75.93,-93.68,-105.86,-73.59,-79.43,-93.66,-110.73;
-85.45,-76.60,-79.43,-93.66,-72.92,Inf,-75.93,-90.67,-82.44,-70.58,-79.43,-96.67;
-99.68,-85.45,-70.58,-79.43,-90.67,-75.93,Inf,-72.92,-96.67,-79.43,-70.58,-82.44;
-113.74,-99.68,-79.43,-70.58,-105.86,-93.68,-75.93,Inf,-110.73,-93.66,-79.43,-73.59;
-93.07,-97.33,-101.09,-112.83,-70.58,-82.44,-96.67,-107.72,Inf,-72.92,-90.67,-108.87;
-97.33,-93.07,-91.31,-101.09,-79.43,-73.59,-82.44,-93.66,-75.93,Inf,-72.92,-93.68;
-107.11,-97.33,-87.05,-91.31,-93.66,-82.44,-73.59,-79.43,-93.68,-72.92,Inf,-75.93;
-118.85,-107.11,-91.31,-87.05,-107.72,-96.67,-82.44,-70.58,-108.87,-90.67,-72.92,Inf
