Inf,-75.93,-90.67,-108.87,-73.59,-85.45,-93.66,-107.72,-87.05,-91.31,-107.11,-115.84;
-78.94,Inf,-72.92,-93.68,-82.44,-76.60,-79.43,-93.66,-91.31,-87.05,-97.33,-104.10;
-96.69,-75.93,Inf,-75.93,-96.67,-85.45,-70.58,-79.43,-101.09,-91.31,-93.07,-94.32;
-111.88,-93.68,-72.92,Inf,-110.73,-99.68,-79.43,-70.58,-112.83,-101.09,-97.33,-90.06;
-76.60,-82.44,-93.66,-110.73,Inf,-78.94,-90.67,-105.86,-70.58,-79.43,-99.68,-110.73;
-85.45,-73.59,-79.43,-96.67,-75.93,Inf,-72.92,-90.67,-79.43,-70.58,-85.45,-96.67;
-99.68,-82.44,-70.58,-82.44,-93.68,-78.94,Inf,-72.92,-93.66,-79.43,-76.60,-82.44;
-113.74,-96.67,-79.43,-73.59,-108.87,-96.69,-72.92,Inf,-107.72,-93.66,-85.45,-73.59;
-93.07,-94.32,-101.09,-115.84,-73.59,-85.45,-93.66,-107.72,Inf,-72.92,-96.69,-108.87;
-97.33,-90.06,-91.31,-104.10,-82.44,-76.60,-79.43,-93.66,-72.92,Inf,-78.94,-93.68;
-107.11,-94.32,-87.05,-94.32,-96.67,-85.45,-70.58,-79.43,-90.67,-72.92,Inf,-75.93;
-118.85,-104.10,-91.31,-90.06,-110.73,-99.68,-79.43,-70.58,-105.86,-90.67,-78.94,Inf
