Inf,-78.94,-96.69,-108.87,-73.59,-79.43,-96.67,-107.72,-93.07,-91.31,-101.09,-112.83;
-72.92,Inf,-78.94,-93.68,-82.44,-70.58,-82.44,-93.66,-97.33,-87.05,-91.31,-101.09;
-90.67,-78.94,Inf,-75.93,-96.67,-79.43,-73.59,-79.43,-107.11,-91.31,-87.05,-91.31;
-105.86,-96.69,-78.94,Inf,-110.73,-93.66,-82.44,-70.58,-118.85,-101.09,-91.31,-87.05;
-70.58,-85.45,-99.68,-110.73,Inf,-72.92,-93.68,-105.86,-76.60,-79.43,-93.66,-107.72;
-79.43,-76.60,-85.45,-96.67,-75.93,Inf,-75.93,-90.67,-85.45,-70.58,-79.43,-93.66;
-93.66,-85.45,-76.60,-82.44,-93.68,-72.92,Inf,-72.92,-99.68,-79.43,-70.58,-79.43;
-107.72,-99.68,-85.45,-73.59,-108.87,-90.67,-75.93,Inf,-113.74,-93.66,-79.43,-70.58;
-87.05,-97.33,-107.11,-115.84,-73.59,-79.43,-96.67,-107.72,Inf,-72.92,-90.67,-105.86;
-91.31,-93.07,-97.33,-104.10,-82.44,-70.58,-82.44,-93.66,-78.94,Inf,-72.92,-90.67;
-101.09,-97.33,-93.07,-94.32,-96.67,-79.43,-73.59,-79.43,-96.69,-72.92,Inf,-72.92;
-112.83,-107.11,-97.33,-90.06,-110.73,-93.66,-82.44,-70.58,-111.88,-90.67,-72.92,Inf
