Inf,-78.94,-96.69,-108.87,-73.59,-82.44,-99.68,-113.74,-93.07,-91.31,-104.10,-118.85;
-75.93,Inf,-78.94,-93.68,-82.44,-73.59,-85.45,-99.68,-97.33,-87.05,-94.32,-107.11;
-93.68,-78.94,Inf,-75.93,-96.67,-82.44,-76.60,-85.45,-107.11,-91.31,-90.06,-97.33;
-108.87,-96.69,-78.94,Inf,-110.73,-96.67,-85.45,-76.60,-118.85,-101.09,-94.32,-93.07;
-73.59,-85.45,-99.68,-110.73,Inf,-75.93,-96.69,-111.88,-76.60,-79.43,-96.67,-113.74;
-82.44,-76.60,-85.45,-96.67,-75.93,Inf,-78.94,-96.69,-85.45,-70.58,-82.44,-99.68;
-96.67,-85.45,-76.60,-82.44,-93.68,-75.93,Inf,-78.94,-99.68,-79.43,-73.59,-85.45;
-110.73,-99.68,-85.45,-73.59,-108.87,-93.68,-78.94,Inf,-113.74,-93.66,-82.44,-76.60;
-90.06,-97.33,-107.11,-115.84,-73.59,-82.44,-99.68,-113.74,Inf,-72.92,-93.68,-111.88;
-94.32,-93.07,-97.33,-104.10,-82.44,-73.59,-85.45,-99.68,-78.94,Inf,-75.93,-96.69;
-104.10,-97.33,-93.07,-94.32,-96.67,-82.44,-76.60,-85.45,-96.69,-72.92,Inf,-78.94;
-115.84,-107.11,-97.33,-90.06,-110.73,-96.67,-85.45,-76.60,-111.88,-90.67,-75.93,Inf
