Inf,-82.35,-103.96,-122.99,-85.36,-94.85,-105.59,-128.97,-106.97,-108.60,-119.82,-133.97;
-85.36,Inf,-82.35,-103.96,-94.85,-85.36,-88.83,-111.61,-111.61,-103.96,-108.60,-119.82;
-106.97,-82.35,Inf,-82.35,-111.61,-94.85,-79.34,-94.85,-122.83,-108.60,-103.96,-108.60;
-126.00,-103.96,-82.35,Inf,-128.97,-111.61,-88.83,-85.36,-136.98,-119.82,-108.60,-103.96;
-85.36,-91.84,-108.60,-125.96,Inf,-85.36,-100.95,-126.00,-85.36,-91.84,-108.60,-125.96;
-94.85,-82.35,-91.84,-108.60,-85.36,Inf,-79.34,-106.97,-94.85,-82.35,-91.84,-108.60;
-111.61,-91.84,-82.35,-91.84,-106.97,-85.36,Inf,-85.36,-111.61,-91.84,-82.35,-91.84;
-128.97,-108.60,-91.84,-82.35,-126.00,-106.97,-79.34,Inf,-128.97,-108.60,-91.84,-82.35;
-106.97,-108.60,-119.82,-133.97,-85.36,-94.85,-105.59,-128.97,Inf,-82.35,-103.96,-122.99;
-111.61,-103.96,-108.60,-119.82,-94.85,-85.36,-88.83,-111.61,-85.36,Inf,-82.35,-103.96;
-122.83,-108.60,-103.96,-108.60,-111.61,-94.85,-79.34,-94.85,-106.97,-82.35,Inf,-82.35;
-136.98,-119.82,-108.60,-103.96,-128.97,-111.61,-88.83,-85.36,-126.00,-103.96,-82.35,Inf
