Inf,-79.34,-103.96,-119.98,-82.35,-91.84,-111.61,-128.97,-103.96,-108.60,-122.83,-136.98;
-85.36,Inf,-82.35,-100.95,-91.84,-82.35,-94.85,-111.61,-108.60,-103.96,-111.61,-122.83;
-106.97,-79.34,Inf,-79.34,-108.60,-91.84,-85.36,-94.85,-119.82,-108.60,-106.97,-111.61;
-126.00,-100.95,-82.35,Inf,-125.96,-108.60,-94.85,-85.36,-133.97,-119.82,-111.61,-106.97;
-85.36,-88.83,-108.60,-122.95,Inf,-82.35,-106.97,-126.00,-82.35,-91.84,-111.61,-128.97;
-94.85,-79.34,-91.84,-105.59,-82.35,Inf,-85.36,-106.97,-91.84,-82.35,-94.85,-111.61;
-111.61,-88.83,-82.35,-88.83,-103.96,-82.35,Inf,-85.36,-108.60,-91.84,-85.36,-94.85;
-128.97,-105.59,-91.84,-79.34,-122.99,-103.96,-85.36,Inf,-125.96,-108.60,-94.85,-85.36;
-106.97,-105.59,-119.82,-130.96,-82.35,-91.84,-111.61,-128.97,Inf,-82.35,-106.97,-126.00;
-111.61,-100.95,-108.60,-116.81,-91.84,-82.35,-94.85,-111.61,-82.35,Inf,-85.36,-106.97;
-122.83,-105.59,-103.96,-105.59,-108.60,-91.84,-85.36,-94.85,-103.96,-82.35,Inf,-85.36;
-136.98,-116.81,-108.60,-100.95,-125.96,-108.60,-94.85,-85.36,-122.99,-103.96,-85.36,Inf
