Inf,-79.34,-103.96,-119.98,-82.35,-94.85,-111.61,-122.95,-103.96,-111.61,-119.82,-130.96;
-79.34,Inf,-82.35,-100.95,-91.84,-85.36,-94.85,-105.59,-108.60,-106.97,-108.60,-116.81;
-100.95,-79.34,Inf,-79.34,-108.60,-94.85,-85.36,-88.83,-119.82,-111.61,-103.96,-105.59;
-119.98,-100.95,-82.35,Inf,-125.96,-111.61,-94.85,-79.34,-133.97,-122.83,-108.60,-100.95;
-79.34,-88.83,-108.60,-122.95,Inf,-85.36,-106.97,-119.98,-82.35,-94.85,-108.60,-122.95;
-88.83,-79.34,-91.84,-105.59,-82.35,Inf,-85.36,-100.95,-91.84,-85.36,-91.84,-105.59;
-105.59,-88.83,-82.35,-88.83,-103.96,-85.36,Inf,-79.34,-108.60,-94.85,-82.35,-88.83;
-122.95,-105.59,-91.84,-79.34,-122.99,-106.97,-85.36,Inf,-125.96,-111.61,-91.84,-79.34;
-100.95,-105.59,-119.82,-130.96,-82.35,-94.85,-111.61,-122.95,Inf,-85.36,-103.96,-119.98;
-105.59,-100.95,-108.60,-116.81,-91.84,-85.36,-94.85,-105.59,-82.35,Inf,-82.35,-100.95;
-116.81,-105.59,-103.96,-105.59,-108.60,-94.85,-85.36,-88.83,-103.96,-85.36,Inf,-79.34;
-130.96,-116.81,-108.60,-100.95,-125.96,-111.61,-94.85,-79.34,-122.99,-106.97,-82.35,Inf
