Inf,-79.23,-95.90,-119.03,-78.16,-84.25,-99.72,-115.43,-100.20,-98.60,-112.07,-121.99;
-76.22,Inf,-76.22,-101.93,-87.26,-75.14,-84.25,-99.72,-104.62,-94.18,-101.61,-109.06;
-95.90,-79.23,Inf,-82.24,-102.73,-84.25,-75.14,-84.25,-115.08,-98.60,-97.19,-98.60;
-113.01,-98.91,-76.22,Inf,-118.44,-99.72,-84.25,-75.14,-128.01,-109.06,-101.61,-94.18;
-75.14,-87.26,-99.72,-121.45,Inf,-76.22,-95.90,-113.01,-81.17,-84.25,-102.73,-115.43;
-84.25,-78.16,-84.25,-105.74,-79.23,Inf,-76.22,-95.90,-90.27,-75.14,-87.26,-99.72;
-99.72,-87.26,-75.14,-90.27,-98.91,-76.22,Inf,-76.22,-105.74,-84.25,-78.16,-84.25;
-115.43,-102.73,-84.25,-81.17,-116.02,-95.90,-76.22,Inf,-121.45,-99.72,-87.26,-75.14;
-94.18,-101.61,-109.06,-128.01,-78.16,-84.25,-99.72,-115.43,Inf,-76.22,-98.91,-113.01;
-98.60,-97.19,-98.60,-115.08,-87.26,-75.14,-84.25,-99.72,-82.24,Inf,-79.23,-95.90;
-109.06,-101.61,-94.18,-104.62,-102.73,-84.25,-75.14,-84.25,-101.93,-76.22,Inf,-76.22;
-121.99,-112.07,-98.60,-100.20,-118.44,-99.72,-84.25,-75.14,-119.03,-95.90,-79.23,Inf
