Inf,-79.23,-95.90,-116.02,-81.17,-87.26,-99.72,-118.44,-94.18,-101.61,-115.08,-128.01;
-76.22,Inf,-76.22,-98.91,-90.27,-78.16,-84.25,-102.73,-98.60,-97.19,-104.62,-115.08;
-95.90,-79.23,Inf,-79.23,-105.74,-87.26,-75.14,-87.26,-109.06,-101.61,-100.20,-104.62;
-113.01,-98.91,-76.22,Inf,-121.45,-102.73,-84.25,-78.16,-121.99,-112.07,-104.62,-100.20;
-75.14,-87.26,-99.72,-118.44,Inf,-79.23,-95.90,-116.02,-75.14,-87.26,-105.74,-121.45;
-84.25,-78.16,-84.25,-102.73,-82.24,Inf,-76.22,-98.91,-84.25,-78.16,-90.27,-105.74;
-99.72,-87.26,-75.14,-87.26,-101.93,-79.23,Inf,-79.23,-99.72,-87.26,-81.17,-90.27;
-115.43,-102.73,-84.25,-78.16,-119.03,-98.91,-76.22,Inf,-115.43,-102.73,-90.27,-81.17;
-94.18,-101.61,-109.06,-125.00,-81.17,-87.26,-99.72,-118.44,Inf,-79.23,-101.93,-119.03;
-98.60,-97.19,-98.60,-112.07,-90.27,-78.16,-84.25,-102.73,-76.22,Inf,-82.24,-101.93;
-109.06,-101.61,-94.18,-101.61,-105.74,-87.26,-75.14,-87.26,-95.90,-79.23,Inf,-82.24;
-121.99,-112.07,-98.60,-97.19,-121.45,-102.73,-84.25,-78.16,-113.01,-98.91,-82.24,Inf
