Inf,-82.24,-98.91,-116.02,-75.14,-90.27,-102.73,-121.45,-94.18,-98.60,-109.06,-125.00;
-79.23,Inf,-79.23,-98.91,-84.25,-81.17,-87.26,-105.74,-98.60,-94.18,-98.60,-112.07;
-98.91,-82.24,Inf,-79.23,-99.72,-90.27,-78.16,-90.27,-109.06,-98.60,-94.18,-101.61;
-116.02,-101.93,-79.23,Inf,-115.43,-105.74,-87.26,-81.17,-121.99,-109.06,-98.60,-97.19;
-78.16,-90.27,-102.73,-118.44,Inf,-82.24,-98.91,-119.03,-75.14,-84.25,-99.72,-118.44;
-87.26,-81.17,-87.26,-102.73,-76.22,Inf,-79.23,-101.93,-84.25,-75.14,-84.25,-102.73;
-102.73,-90.27,-78.16,-87.26,-95.90,-82.24,Inf,-82.24,-99.72,-84.25,-75.14,-87.26;
-118.44,-105.74,-87.26,-78.16,-113.01,-101.93,-79.23,Inf,-115.43,-99.72,-84.25,-78.16;
-97.19,-104.62,-112.07,-125.00,-75.14,-90.27,-102.73,-121.45,Inf,-76.22,-95.90,-116.02;
-101.61,-100.20,-101.61,-112.07,-84.25,-81.17,-87.26,-105.74,-76.22,Inf,-76.22,-98.91;
-112.07,-104.62,-97.19,-101.61,-99.72,-90.27,-78.16,-90.27,-95.90,-76.22,Inf,-79.23;
-125.00,-115.08,-101.61,-97.19,-115.43,-105.74,-87.26,-81.17,-113.01,-95.90,-76.22,Inf
