Inf,-82.24,-98.91,-119.03,-75.14,-84.25,-99.72,-121.45,-100.20,-98.60,-115.08,-121.99;
-79.23,Inf,-79.23,-101.93,-84.25,-75.14,-84.25,-105.74,-104.62,-94.18,-104.62,-109.06;
-98.91,-82.24,Inf,-82.24,-99.72,-84.25,-75.14,-90.27,-115.08,-98.60,-100.20,-98.60;
-116.02,-101.93,-79.23,Inf,-115.43,-99.72,-84.25,-81.17,-128.01,-109.06,-104.62,-94.18;
-78.16,-90.27,-102.73,-121.45,Inf,-76.22,-95.90,-119.03,-81.17,-84.25,-105.74,-115.43;
-87.26,-81.17,-87.26,-105.74,-76.22,Inf,-76.22,-101.93,-90.27,-75.14,-90.27,-99.72;
-102.73,-90.27,-78.16,-90.27,-95.90,-76.22,Inf,-82.24,-105.74,-84.25,-81.17,-84.25;
-118.44,-105.74,-87.26,-81.17,-113.01,-95.90,-76.22,Inf,-121.45,-99.72,-90.27,-75.14;
-97.19,-104.62,-112.07,-128.01,-75.14,-84.25,-99.72,-121.45,Inf,-76.22,-101.93,-113.01;
-101.61,-100.20,-101.61,-115.08,-84.25,-75.14,-84.25,-105.74,-82.24,Inf,-82.24,-95.90;
-112.07,-104.62,-97.19,-104.62,-99.72,-84.25,-75.14,-90.27,-101.93,-76.22,Inf,-76.22;
-125.00,-115.08,-101.61,-100.20,-115.43,-99.72,-84.25,-81.17,-119.03,-95.90,-82.24,Inf
