Inf,-78.94,-90.67,-105.86,-70.58,-85.45,-99.68,-110.73,-87.05,-91.31,-107.11,-112.83;
-78.94,Inf,-72.92,-90.67,-79.43,-76.60,-85.45,-96.67,-91.31,-87.05,-97.33,-101.09;
-96.69,-78.94,Inf,-72.92,-93.66,-85.45,-76.60,-82.44,-101.09,-91.31,-93.07,-91.31;
-111.88,-96.69,-72.92,Inf,-107.72,-99.68,-85.45,-73.59,-112.83,-101.09,-97.33,-87.05;
-76.60,-85.45,-93.66,-107.72,Inf,-78.94,-96.69,-108.87,-70.58,-79.43,-99.68,-107.72;
-85.45,-76.60,-79.43,-93.66,-72.92,Inf,-78.94,-93.68,-79.43,-70.58,-85.45,-93.66;
-99.68,-85.45,-70.58,-79.43,-90.67,-78.94,Inf,-75.93,-93.66,-79.43,-76.60,-79.43;
-113.74,-99.68,-79.43,-70.58,-105.86,-96.69,-78.94,Inf,-107.72,-93.66,-85.45,-70.58;
-93.07,-97.33,-101.09,-112.83,-70.58,-85.45,-99.68,-110.73,Inf,-72.92,-96.69,-105.86;
-97.33,-93.07,-91.31,-101.09,-79.43,-76.60,-85.45,-96.67,-72.92,Inf,-78.94,-90.67;
-107.11,-97.33,-87.05,-91.31,-93.66,-85.45,-76.60,-82.44,-90.67,-72.92,Inf,-72.92;
-118.85,-107.11,-91.31,-87.05,-107.72,-99.68,-85.45,-73.59,-105.86,-90.67,-78.94,Inf
