Inf,-78.94,-90.67,-111.88,-76.60,-79.43,-93.66,-107.72,-90.06,-97.33,-104.10,-112.83;
-75.93,Inf,-72.92,-96.69,-85.45,-70.58,-79.43,-93.66,-94.32,-93.07,-94.32,-101.09;
-93.68,-78.94,Inf,-78.94,-99.68,-79.43,-70.58,-79.43,-104.10,-97.33,-90.06,-91.31;
-108.87,-96.69,-72.92,Inf,-113.74,-93.66,-79.43,-70.58,-115.84,-107.11,-94.32,-87.05;
-73.59,-85.45,-93.66,-113.74,Inf,-72.92,-90.67,-105.86,-73.59,-85.45,-96.67,-107.72;
-82.44,-76.60,-79.43,-99.68,-78.94,Inf,-72.92,-90.67,-82.44,-76.60,-82.44,-93.66;
-96.67,-85.45,-70.58,-85.45,-96.69,-72.92,Inf,-72.92,-96.67,-85.45,-73.59,-79.43;
-110.73,-99.68,-79.43,-76.60,-111.88,-90.67,-72.92,Inf,-110.73,-99.68,-82.44,-70.58;
-90.06,-97.33,-101.09,-118.85,-76.60,-79.43,-93.66,-107.72,Inf,-78.94,-93.68,-105.86;
-94.32,-93.07,-91.31,-107.11,-85.45,-70.58,-79.43,-93.66,-75.93,Inf,-75.93,-90.67;
-104.10,-97.33,-87.05,-97.33,-99.68,-79.43,-70.58,-79.43,-93.68,-78.94,Inf,-72.92;
-115.84,-107.11,-91.31,-93.07,-113.74,-93.66,-79.43,-70.58,-108.87,-96.69,-75.93,Inf
