Inf,-78.94,-93.68,-108.87,-73.59,-79.43,-99.68,-113.74,-87.05,-91.31,-101.09,-118.85;
-72.92,Inf,-75.93,-93.68,-82.44,-70.58,-85.45,-99.68,-91.31,-87.05,-91.31,-107.11;
-90.67,-78.94,Inf,-75.93,-96.67,-79.43,-76.60,-85.45,-101.09,-91.31,-87.05,-97.33;
-105.86,-96.69,-75.93,Inf,-110.73,-93.66,-85.45,-76.60,-112.83,-101.09,-91.31,-93.07;
-70.58,-85.45,-96.67,-110.73,Inf,-72.92,-96.69,-111.88,-70.58,-79.43,-93.66,-113.74;
-79.43,-76.60,-82.44,-96.67,-75.93,Inf,-78.94,-96.69,-79.43,-70.58,-79.43,-99.68;
-93.66,-85.45,-73.59,-82.44,-93.68,-72.92,Inf,-78.94,-93.66,-79.43,-70.58,-85.45;
-107.72,-99.68,-82.44,-73.59,-108.87,-90.67,-78.94,Inf,-107.72,-93.66,-79.43,-76.60;
-87.05,-97.33,-104.10,-115.84,-73.59,-79.43,-99.68,-113.74,Inf,-72.92,-90.67,-111.88;
-91.31,-93.07,-94.32,-104.10,-82.44,-70.58,-85.45,-99.68,-72.92,Inf,-72.92,-96.69;
-101.09,-97.33,-90.06,-94.32,-96.67,-79.43,-76.60,-85.45,-90.67,-72.92,Inf,-78.94;
-112.83,-107.11,-94.32,-90.06,-110.73,-93.66,-85.45,-76.60,-105.86,-90.67,-72.92,Inf
