Inf,-75.93,-90.67,-105.86,-73.59,-79.43,-93.66,-110.73,-90.06,-94.32,-104.10,-115.84;
-78.94,Inf,-72.92,-90.67,-82.44,-70.58,-79.43,-96.67,-94.32,-90.06,-94.32,-104.10;
-96.69,-75.93,Inf,-72.92,-96.67,-79.43,-70.58,-82.44,-104.10,-94.32,-90.06,-94.32;
-111.88,-93.68,-72.92,Inf,-110.73,-93.66,-79.43,-73.59,-115.84,-104.10,-94.32,-90.06;
-76.60,-82.44,-93.66,-107.72,Inf,-72.92,-90.67,-108.87,-73.59,-82.44,-96.67,-110.73;
-85.45,-73.59,-79.43,-93.66,-75.93,Inf,-72.92,-93.68,-82.44,-73.59,-82.44,-96.67;
-99.68,-82.44,-70.58,-79.43,-93.68,-72.92,Inf,-75.93,-96.67,-82.44,-73.59,-82.44;
-113.74,-96.67,-79.43,-70.58,-108.87,-90.67,-72.92,Inf,-110.73,-96.67,-82.44,-73.59;
-93.07,-94.32,-101.09,-112.83,-73.59,-79.43,-93.66,-110.73,Inf,-75.93,-93.68,-108.87;
-97.33,-90.06,-91.31,-101.09,-82.44,-70.58,-79.43,-96.67,-75.93,Inf,-75.93,-93.68;
-107.11,-94.32,-87.05,-91.31,-96.67,-79.43,-70.58,-82.44,-93.68,-75.93,Inf,-75.93;
-118.85,-104.10,-91.31,-87.05,-110.73,-93.66,-79.43,-73.59,-108.87,-93.68,-75.93,Inf
