Inf,-75.93,-93.68,-108.87,-76.60,-82.44,-99.68,-110.73,-90.06,-97.33,-107.11,-112.83;
-72.92,Inf,-75.93,-93.68,-85.45,-73.59,-85.45,-96.67,-94.32,-93.07,-97.33,-101.09;
-90.67,-75.93,Inf,-75.93,-99.68,-82.44,-76.60,-82.44,-104.10,-97.33,-93.07,-91.31;
-105.86,-93.68,-75.93,Inf,-113.74,-96.67,-85.45,-73.59,-115.84,-107.11,-97.33,-87.05;
-70.58,-82.44,-96.67,-110.73,Inf,-75.93,-96.69,-108.87,-73.59,-85.45,-99.68,-107.72;
-79.43,-73.59,-82.44,-96.67,-78.94,Inf,-78.94,-93.68,-82.44,-76.60,-85.45,-93.66;
-93.66,-82.44,-73.59,-82.44,-96.69,-75.93,Inf,-75.93,-96.67,-85.45,-76.60,-79.43;
-107.72,-96.67,-82.44,-73.59,-111.88,-93.68,-78.94,Inf,-110.73,-99.68,-85.45,-70.58;
-87.05,-94.32,-104.10,-115.84,-76.60,-82.44,-99.68,-110.73,Inf,-78.94,-96.69,-105.86;
-91.31,-90.06,-94.32,-104.10,-85.45,-73.59,-85.45,-96.67,-75.93,Inf,-78.94,-90.67;
-101.09,-94.32,-90.06,-94.32,-99.68,-82.44,-76.60,-82.44,-93.68,-78.94,Inf,-72.92;
-112.83,-104.10,-94.32,-90.06,-113.74,-96.67,-85.45,-73.59,-108.87,-96.69,-78.94,Inf
