Inf,-72.92,-96.69,-108.87,-73.59,-85.45,-96.67,-110.73,-93.07,-97.33,-107.11,-115.84;
-75.93,Inf,-78.94,-93.68,-82.44,-76.60,-82.44,-96.67,-97.33,-93.07,-97.33,-104.10;
-93.68,-72.92,Inf,-75.93,-96.67,-85.45,-73.59,-82.44,-107.11,-97.33,-93.07,-94.32;
-108.87,-90.67,-78.94,Inf,-110.73,-99.68,-82.44,-73.59,-118.85,-107.11,-97.33,-90.06;
-73.59,-79.43,-99.68,-110.73,Inf,-78.94,-93.68,-108.87,-76.60,-85.45,-99.68,-110.73;
-82.44,-70.58,-85.45,-96.67,-75.93,Inf,-75.93,-93.68,-85.45,-76.60,-85.45,-96.67;
-96.67,-79.43,-76.60,-82.44,-93.68,-78.94,Inf,-75.93,-99.68,-85.45,-76.60,-82.44;
-110.73,-93.66,-85.45,-73.59,-108.87,-96.69,-75.93,Inf,-113.74,-99.68,-85.45,-73.59;
-90.06,-91.31,-107.11,-115.84,-73.59,-85.45,-96.67,-110.73,Inf,-78.94,-96.69,-108.87;
-94.32,-87.05,-97.33,-104.10,-82.44,-76.60,-82.44,-96.67,-78.94,Inf,-78.94,-93.68;
-104.10,-91.31,-93.07,-94.32,-96.67,-85.45,-73.59,-82.44,-96.69,-78.94,Inf,-75.93;
-115.84,-101.09,-97.33,-90.06,-110.73,-99.68,-82.44,-73.59,-111.88,-96.69,-78.94,Inf
