Inf,-75.93,-93.68,-105.86,-70.58,-85.45,-96.67,-107.72,-90.06,-94.32,-104.10,-112.83;
-75.93,Inf,-75.93,-90.67,-79.43,-76.60,-82.44,-93.66,-94.32,-90.06,-94.32,-101.09;
-93.68,-75.93,Inf,-72.92,-93.66,-85.45,-73.59,-79.43,-104.10,-94.32,-90.06,-91.31;
-108.87,-93.68,-75.93,Inf,-107.72,-99.68,-82.44,-70.58,-115.84,-104.10,-94.32,-87.05;
-73.59,-82.44,-96.67,-107.72,Inf,-78.94,-93.68,-105.86,-73.59,-82.44,-96.67,-107.72;
-82.44,-73.59,-82.44,-93.66,-72.92,Inf,-75.93,-90.67,-82.44,-73.59,-82.44,-93.66;
-96.67,-82.44,-73.59,-79.43,-90.67,-78.94,Inf,-72.92,-96.67,-82.44,-73.59,-79.43;
-110.73,-96.67,-82.44,-70.58,-105.86,-96.69,-75.93,Inf,-110.73,-96.67,-82.44,-70.58;
-90.06,-94.32,-104.10,-112.83,-70.58,-85.45,-96.67,-107.72,Inf,-75.93,-93.68,-105.86;
-94.32,-90.06,-94.32,-101.09,-79.43,-76.60,-82.44,-93.66,-75.93,Inf,-75.93,-90.67;
-104.10,-94.32,-90.06,-91.31,-93.66,-85.45,-73.59,-79.43,-93.68,-75.93,Inf,-72.92;
-115.84,-104.10,-94.32,-87.05,-107.72,-99.68,-82.44,-70.58,-108.87,-93.68,-75.93,Inf
