node_code,predictions
STA_A1,19.17289576936204
STA_A2,13.75537588341375
STA_A3,10.613104912998978
STA_A4,20.285926889896164
STA_A5,21.700592021250703
STA_A6,21.22463202466253
STA_A7,10.954795974070292
STA_A8,26.173359360530302
STA_A9,21.841167958278525
STA_B1,19.409494857922702
STA_B2,23.773580664814517
STA_C1,18.33428342350247
STA_C2,21.4052589803578
STA_C3,21.444496100794517
STA_C4,16.639934566457086
STA_C5,16.72859377589314
STA_C6,20.477013720329502
STA_D1,37.92091251157575
STA_D2,42.91869932251302
STA_E1,11.382417507432859
STA_E2,10.610096145879034
STA_E3,12.619908545352637
STA_E4,11.506117079738756
STA_E5,11.84769867061461
STA_E6,11.78472574572306
STA_E7,11.488362534727301
STA_E8,11.053287669980996
STA_E9,11.473073749817233
STA_E10,9.850467758444227
STA_F1,9.459268338451041
STA_F2,9.357916240191065
STA_F3,15.553849092622377
STA_F4,7.036429375639702
STA_F5,7.705792050494711
STA_F6,10.093537018082566
STA_F7,16.544246226706314
STA_F8,6.420357727737963
STA_F9,9.324157454793577
STA_G1,27.5505527611249
STA_G2,14.75618184919818
STA_G3,28.46305936540425
STA_G4,19.95906397134085
STA_G5,17.913051445143058
STA_H1,9.902352780620944
STA_H2,9.796295632889791
STA_H3,13.992823406605881
STA_H4,11.031771579665646
STA_H5,19.990122223846882
STA_H6,20.706743448522364
STA_H7,18.76879889035109
STA_H8,19.39010330457669
STA_H9,23.01474061784911
STA_H10,8.480723473217322
STA_A1,26.85476726616952
STA_A2,22.240291587464096
STA_A3,29.852860432811838
STA_A4,25.781086403957723
STA_B1,14.516776673002857
STA_B2,21.873495905834194
STA_B3,17.866589584247198
STA_B4,9.394704367110217
STA_B5,25.685544865233695
STA_B6,21.55759075400887
STA_C1,22.533887264219945
STA_C2,24.187205536871865
STA_C3,24.93357605887803
STA_D1,32.41214700004876
STA_D2,38.63674586927912
STA_D3,34.77360795925329
STA_D4,34.9060470585368
STA_E1,15.647242563816262
STA_E2,18.252550275381374
STA_F1,11.867105254179453
STA_F2,11.80265182531559
STA_F3,9.941404518204411
STA_F4,11.360573524394397
STA_F5,12.006719379051516
STA_F6,11.76384373933811
STA_F7,9.070247014670777
STA_F8,9.133778549495547
STA_F9,11.738880416240193
STA_G1,11.438567115075303
STA_G2,8.330341009894232
STA_G3,8.58795087001023
STA_G4,13.775634148917147
STA_G5,6.692721596724653
STA_G6,15.7929712352358
STA_G7,7.075900375298523
STA_G8,7.0412378027976725
STA_G9,12.093946848954525
STA_H1,19.21190883170053
STA_H2,18.29191003801724
STA_H3,15.009313520495182
STA_H4,18.910894489935156
STA_H5,19.499814076944322
STA_H6,15.263776331822378
STA_A1,15.321873310926534
STA_A2,10.962032525872852
STA_A3,13.559417013783444
STA_A4,12.12314964825917
STA_A5,13.715955795370318
STA_A6,13.888125873841815
STA_A7,14.241339760773748
STA_A8,11.44491443680851
STA_A9,12.570754303924215
STA_A10,10.869575701450845
STA_B1,23.715248866793406
STA_B2,15.855463152507674
STA_B3,24.53995939952238
STA_B4,25.04118557781352
STA_C1,18.52281344738506
STA_C2,18.53114990008287
STA_C3,20.145147463079404
STA_C4,14.975545888775153
STA_C5,20.12615462786958
STA_C6,21.99196880635573
STA_D1,27.123719647121924
STA_D2,23.724143636983968
STA_D3,29.351418604084433
STA_D4,18.601209996588207
STA_D5,24.336541770239368
STA_E1,11.350023907003958
STA_E2,17.04916065539147
STA_E3,12.744665667495253
STA_E4,12.37846261636691
STA_E5,15.662817833991328
STA_E6,17.862417954216834
STA_E7,16.412026270897314
STA_F1,20.464554597739358
STA_F2,12.956070950032574
STA_F3,19.11142879962073
STA_F4,17.5332925954973
STA_F5,17.79070895753853
STA_F6,20.119769175894046
STA_G1,16.43653528781011
STA_G2,16.361684176536514
STA_G3,16.087534057123346
STA_G4,15.945570648730312
STA_G5,13.861816871374954
STA_H1,16.673877662426264
STA_H2,22.707375322902976
STA_H3,32.05897258371109
STA_H4,24.10148915533461
STA_H5,20.317686918165407
STA_H6,27.890873933810997
STA_A1,21.706597748208807
STA_A2,28.3850552224984
STA_A3,14.557544012282499
STA_A4,22.92529273285572
STA_B1,9.806854827703848
STA_B2,14.302822415557818
STA_B3,12.30956891845788
STA_B4,12.694856704196537
STA_B5,12.572641419310823
STA_B6,10.211284885704536
STA_B7,18.58486546928563
STA_B8,10.04091231661548
STA_C1,20.665558683043354
STA_C2,20.553876322074363
STA_C3,22.23923653555589
STA_C4,22.467669883511235
STA_D1,10.700761612321488
STA_D2,9.567773383048198
STA_D3,12.95737084693994
STA_D4,15.7432990709393
STA_D5,10.625615050933355
STA_D6,11.24438646000876
STA_D7,13.108800848077209
STA_D8,13.873135474896973
STA_D9,13.184573792464787
STA_E1,15.323147901740004
