Inf,-79.23,-101.93,-113.01,-78.16,-84.25,-105.74,-118.44,-97.19,-101.61,-112.07,-128.01;
-82.24,Inf,-82.24,-95.90,-87.26,-75.14,-90.27,-102.73,-101.61,-97.19,-101.61,-115.08;
-101.93,-79.23,Inf,-76.22,-102.73,-84.25,-81.17,-87.26,-112.07,-101.61,-97.19,-104.62;
-119.03,-98.91,-82.24,Inf,-118.44,-99.72,-90.27,-78.16,-125.00,-112.07,-101.61,-100.20;
-81.17,-87.26,-105.74,-115.43,Inf,-76.22,-101.93,-116.02,-78.16,-87.26,-102.73,-121.45;
-90.27,-78.16,-90.27,-99.72,-79.23,Inf,-82.24,-98.91,-87.26,-78.16,-87.26,-105.74;
-105.74,-87.26,-81.17,-84.25,-98.91,-76.22,Inf,-79.23,-102.73,-87.26,-78.16,-90.27;
-121.45,-102.73,-90.27,-75.14,-116.02,-95.90,-82.24,Inf,-118.44,-102.73,-87.26,-81.17;
-100.20,-101.61,-115.08,-121.99,-78.16,-84.25,-105.74,-118.44,Inf,-79.23,-98.91,-119.03;
-104.62,-97.19,-104.62,-109.06,-87.26,-75.14,-90.27,-102.73,-79.23,Inf,-79.23,-101.93;
-115.08,-101.61,-100.20,-98.60,-102.73,-84.25,-81.17,-87.26,-98.91,-79.23,Inf,-82.24;
-128.01,-112.07,-104.62,-94.18,-118.44,-99.72,-90.27,-78.16,-116.02,-98.91,-79.23,Inf
