Inf,-79.34,-106.97,-126.00,-82.35,-91.84,-108.60,-128.97,-100.95,-108.60,-116.81,-130.96;
-79.34,Inf,-85.36,-106.97,-91.84,-82.35,-91.84,-111.61,-105.59,-103.96,-105.59,-116.81;
-100.95,-79.34,Inf,-85.36,-108.60,-91.84,-82.35,-94.85,-116.81,-108.60,-100.95,-105.59;
-119.98,-100.95,-85.36,Inf,-125.96,-108.60,-91.84,-85.36,-130.96,-119.82,-105.59,-100.95;
-79.34,-88.83,-111.61,-128.97,Inf,-82.35,-103.96,-126.00,-79.34,-91.84,-105.59,-122.95;
-88.83,-79.34,-94.85,-111.61,-82.35,Inf,-82.35,-106.97,-88.83,-82.35,-88.83,-105.59;
-105.59,-88.83,-85.36,-94.85,-103.96,-82.35,Inf,-85.36,-105.59,-91.84,-79.34,-88.83;
-122.95,-105.59,-94.85,-85.36,-122.99,-103.96,-82.35,Inf,-122.95,-108.60,-88.83,-79.34;
-100.95,-105.59,-122.83,-136.98,-82.35,-91.84,-108.60,-128.97,Inf,-82.35,-100.95,-119.98;
-105.59,-100.95,-111.61,-122.83,-91.84,-82.35,-91.84,-111.61,-79.34,Inf,-79.34,-100.95;
-116.81,-105.59,-106.97,-111.61,-108.60,-91.84,-82.35,-94.85,-100.95,-82.35,Inf,-79.34;
-130.96,-116.81,-111.61,-106.97,-125.96,-108.60,-91.84,-85.36,-119.98,-103.96,-79.34,Inf
