Inf,-79.34,-100.95,-126.00,-82.35,-91.84,-108.60,-122.95,-103.96,-111.61,-122.83,-133.97;
-85.36,Inf,-79.34,-106.97,-91.84,-82.35,-91.84,-105.59,-108.60,-106.97,-111.61,-119.82;
-106.97,-79.34,Inf,-85.36,-108.60,-91.84,-82.35,-88.83,-119.82,-111.61,-106.97,-108.60;
-126.00,-100.95,-79.34,Inf,-125.96,-108.60,-91.84,-79.34,-133.97,-122.83,-111.61,-103.96;
-85.36,-88.83,-105.59,-128.97,Inf,-82.35,-103.96,-119.98,-82.35,-94.85,-111.61,-125.96;
-94.85,-79.34,-88.83,-111.61,-82.35,Inf,-82.35,-100.95,-91.84,-85.36,-94.85,-108.60;
-111.61,-88.83,-79.34,-94.85,-103.96,-82.35,Inf,-79.34,-108.60,-94.85,-85.36,-91.84;
-128.97,-105.59,-88.83,-85.36,-122.99,-103.96,-82.35,Inf,-125.96,-111.61,-94.85,-82.35;
-106.97,-105.59,-116.81,-136.98,-82.35,-91.84,-108.60,-122.95,Inf,-85.36,-106.97,-122.99;
-111.61,-100.95,-105.59,-122.83,-91.84,-82.35,-91.84,-105.59,-82.35,Inf,-85.36,-103.96;
-122.83,-105.59,-100.95,-111.61,-108.60,-91.84,-82.35,-88.83,-103.96,-85.36,Inf,-82.35;
-136.98,-116.81,-105.59,-106.97,-125.96,-108.60,-91.84,-79.34,-122.99,-106.97,-85.36,Inf
