Inf,-79.23,-98.91,-116.02,-78.16,-84.25,-102.73,-115.43,-94.18,-98.60,-112.07,-128.01;
-79.23,Inf,-79.23,-98.91,-87.26,-75.14,-87.26,-99.72,-98.60,-94.18,-101.61,-115.08;
-98.91,-79.23,Inf,-79.23,-102.73,-84.25,-78.16,-84.25,-109.06,-98.60,-97.19,-104.62;
-116.02,-98.91,-79.23,Inf,-118.44,-99.72,-87.26,-75.14,-121.99,-109.06,-101.61,-100.20;
-78.16,-87.26,-102.73,-118.44,Inf,-76.22,-98.91,-113.01,-75.14,-84.25,-102.73,-121.45;
-87.26,-78.16,-87.26,-102.73,-79.23,Inf,-79.23,-95.90,-84.25,-75.14,-87.26,-105.74;
-102.73,-87.26,-78.16,-87.26,-98.91,-76.22,Inf,-76.22,-99.72,-84.25,-78.16,-90.27;
-118.44,-102.73,-87.26,-78.16,-116.02,-95.90,-79.23,Inf,-115.43,-99.72,-87.26,-81.17;
-97.19,-101.61,-112.07,-125.00,-78.16,-84.25,-102.73,-115.43,Inf,-76.22,-98.91,-119.03;
-101.61,-97.19,-101.61,-112.07,-87.26,-75.14,-87.26,-99.72,-76.22,Inf,-79.23,-101.93;
-112.07,-101.61,-97.19,-101.61,-102.73,-84.25,-78.16,-84.25,-95.90,-76.22,Inf,-82.24;
-125.00,-112.07,-101.61,-97.19,-118.44,-99.72,-87.26,-75.14,-113.01,-95.90,-79.23,Inf
