Inf,-82.35,-100.95,-122.99,-85.36,-91.84,-108.60,-125.96,-106.97,-105.59,-122.83,-130.96;
-82.35,Inf,-79.34,-103.96,-94.85,-82.35,-91.84,-108.60,-111.61,-100.95,-111.61,-116.81;
-103.96,-82.35,Inf,-82.35,-111.61,-91.84,-82.35,-91.84,-122.83,-105.59,-106.97,-105.59;
-122.99,-103.96,-79.34,Inf,-128.97,-108.60,-91.84,-82.35,-136.98,-116.81,-111.61,-100.95;
-82.35,-91.84,-105.59,-125.96,Inf,-82.35,-103.96,-122.99,-85.36,-88.83,-111.61,-122.95;
-91.84,-82.35,-88.83,-108.60,-85.36,Inf,-82.35,-103.96,-94.85,-79.34,-94.85,-105.59;
-108.60,-91.84,-79.34,-91.84,-106.97,-82.35,Inf,-82.35,-111.61,-88.83,-85.36,-88.83;
-125.96,-108.60,-88.83,-82.35,-126.00,-103.96,-82.35,Inf,-128.97,-105.59,-94.85,-79.34;
-103.96,-108.60,-116.81,-133.97,-85.36,-91.84,-108.60,-125.96,Inf,-79.34,-106.97,-119.98;
-108.60,-103.96,-105.59,-119.82,-94.85,-82.35,-91.84,-108.60,-85.36,Inf,-85.36,-100.95;
-119.82,-108.60,-100.95,-108.60,-111.61,-91.84,-82.35,-91.84,-106.97,-79.34,Inf,-79.34;
-133.97,-119.82,-105.59,-103.96,-128.97,-108.60,-91.84,-82.35,-126.00,-100.95,-85.36,Inf
