Inf,-85.36,-106.97,-126.00,-85.36,-88.83,-111.61,-128.97,-106.97,-108.60,-116.81,-130.96;
-82.35,Inf,-85.36,-106.97,-94.85,-79.34,-94.85,-111.61,-111.61,-103.96,-105.59,-116.81;
-103.96,-85.36,Inf,-85.36,-111.61,-88.83,-85.36,-94.85,-122.83,-108.60,-100.95,-105.59;
-122.99,-106.97,-85.36,Inf,-128.97,-105.59,-94.85,-85.36,-136.98,-119.82,-105.59,-100.95;
-82.35,-94.85,-111.61,-128.97,Inf,-79.34,-106.97,-126.00,-85.36,-91.84,-105.59,-122.95;
-91.84,-85.36,-94.85,-111.61,-85.36,Inf,-85.36,-106.97,-94.85,-82.35,-88.83,-105.59;
-108.60,-94.85,-85.36,-94.85,-106.97,-79.34,Inf,-85.36,-111.61,-91.84,-79.34,-88.83;
-125.96,-111.61,-94.85,-85.36,-126.00,-100.95,-85.36,Inf,-128.97,-108.60,-88.83,-79.34;
-103.96,-111.61,-122.83,-136.98,-85.36,-88.83,-111.61,-128.97,Inf,-82.35,-100.95,-119.98;
-108.60,-106.97,-111.61,-122.83,-94.85,-79.34,-94.85,-111.61,-85.36,Inf,-79.34,-100.95;
-119.82,-111.61,-106.97,-111.61,-111.61,-88.83,-85.36,-94.85,-106.97,-82.35,Inf,-79.34;
-133.97,-122.83,-111.61,-106.97,-128.97,-105.59,-94.85,-85.36,-126.00,-103.96,-79.34,Inf
