node_code,predictions
STA_A1,11.538028439830383
STA_A2,14.864386102581612
STA_A3,13.67204042988742
STA_A4,16.501546156845556
STA_A5,16.513642199151935
STA_A6,14.780291083816683
STA_A7,13.0106659843057
STA_A8,15.67859518935518
STA_B1,9.453046498026032
STA_B2,9.658976092996062
STA_B3,11.339697202320012
STA_B4,9.429808987668768
STA_B5,11.4554019106107
STA_B6,11.92018180045816
STA_B7,8.729413803187603
STA_B8,10.402720451333044
STA_B9,10.997080494224308
STA_C1,12.095057756982012
STA_C2,11.886140371399328
STA_C3,13.935489350294889
STA_C4,13.37224062972169
STA_C5,12.556655334600583
STA_C6,14.779054515767411
STA_C7,15.259378718461116
STA_C8,15.128260418189791
STA_D1,11.992409727143096
STA_D2,14.169166709158018
STA_D3,15.615751589988525
STA_D4,16.18291690411829
STA_D5,12.87222222409684
STA_D6,14.77391234286012
STA_D7,12.663252930340446
STA_D8,15.007028019291088
STA_D9,9.769954224951665
STA_D10,14.932103115552684
STA_E1,11.93300177901252
STA_E2,17.98829879287095
STA_E3,7.3886531900375445
STA_E4,13.975606009650502
STA_E5,7.139209728517824
STA_E6,20.869233919838845
STA_E7,12.518650655553918
STA_E8,17.314868621143447
STA_E9,10.8168511965687
STA_E10,7.884813374275005
STA_F1,11.259708053077922
STA_F2,11.03556370123961
STA_F3,10.77459589405532
STA_F4,11.209182310198038
STA_F5,11.42279711743108
STA_F6,10.013045740524118
STA_F7,10.826645172296141
STA_F8,11.585313477847635
STA_F9,12.699705047440329
STA_F10,10.697332705804923
STA_A1,24.022648584100995
STA_A2,16.046777550324123
STA_A3,15.774697397280272
STA_A4,14.798365574889102
STA_A5,24.360915911195594
STA_A6,11.151009211873081
STA_B1,13.14811566018423
STA_B2,16.496053711556268
STA_B3,22.813796461470982
STA_B4,27.17962855193253
STA_C1,23.400510722815245
STA_C2,25.269797948043102
STA_D1,20.718658494581693
STA_D2,11.114872398498783
STA_D3,14.169932616854299
STA_D4,12.787545547594672
STA_D5,19.541601858621267
STA_D6,9.605980333382064
STA_D7,18.564929619340052
STA_D8,9.89844996831895
STA_D9,12.242886216308417
STA_D10,13.979124189696337
STA_E1,26.675897913925034
STA_E2,15.647077472339975
STA_E3,16.77863944533798
STA_E4,24.061959277672155
STA_F1,14.966205853682325
STA_F2,10.85662947799387
STA_F3,10.372989423404992
STA_F4,8.767349368816104
STA_F5,12.450839084661508
STA_F6,11.904194700329816
STA_F7,13.905597187698021
STA_F8,12.722152288346255
STA_A1,17.4186033621786
STA_A2,24.53577638056245
STA_A3,21.42623519520396
STA_A4,18.6286733041779
STA_B1,12.24092511088365
STA_B2,21.22601237997761
STA_B3,17.336823414729267
STA_C1,33.60991879904468
STA_C2,36.582819174343115
STA_C3,18.416249524784305
STA_D1,25.278182360968948
STA_D2,24.287559369778382
STA_D3,27.651895038260953
STA_D4,22.474526104681154
STA_D5,9.921786201686402
STA_D6,21.12582770385532
STA_D7,23.87467258858509
STA_D8,19.202945069941997
STA_E1,7.93312782895485
STA_E2,9.32376140111453
STA_E3,14.556114693506238
STA_E4,19.01715677243263
STA_E5,10.921103946320937
STA_E6,13.40862202888662
STA_E7,20.98076478042599
STA_F1,9.122593654043
STA_F2,7.5822761856021845
STA_F3,8.711015182531575
STA_F4,11.549732465760112
STA_F5,13.326842325876099
STA_F6,11.7388698640152
STA_F7,7.745549129989763
STA_F8,11.614124652726995
STA_F9,7.445959570112594
STA_A1,16.062784349563774
STA_A2,19.593541624019124
STA_A3,17.342442681678627
STA_A4,19.393781473899693
STA_B1,10.493985158648936
STA_B2,15.743276794853049
STA_B3,14.049532070965537
STA_B4,12.188888775162066
STA_B5,15.699210947019537
STA_B6,10.254872739679287
STA_B7,10.735030023882642
STA_C1,16.322306233854857
STA_C2,21.21700402105573
STA_C3,15.379843373787597
STA_C4,15.97400706731003
STA_C5,17.052278476385425
STA_C6,17.37910968952575
STA_D1,15.403610745560579
STA_D2,12.071529390261729
STA_D3,15.241425413890108
STA_D4,17.487267026161597
STA_D5,11.384712726032063
STA_D6,16.94091910736257
STA_D7,16.030023837586267
STA_D8,17.388532090904683
STA_E1,16.122224167763314
STA_E2,11.801149571087382
STA_E3,10.00247587366574
STA_E4,10.956952478432516
STA_E5,12.458857861773165
STA_E6,18.579246856265534
STA_E7,18.638321063020907
STA_E8,18.17991812886874
STA_E9,13.596340656528744
STA_F1,20.48115063118388
STA_F2,21.254685504703403
STA_F3,15.653125067017594
STA_A1,16.034234220402595
STA_A2,19.8326409075401
STA_A3,21.16033552663648
STA_A4,12.5997710678949
STA_A5,22.448237120436755
STA_B1,6.872005288297506
STA_B2,15.248881220451356
STA_B3,6.896051177072673
STA_B4,9.733575912657786
STA_B5,7.345940464005459
STA_B6,8.791229102695327
STA_B7,8.50835448652337
STA_B8,11.542117146756361
STA_C1,18.482015182531566
STA_C2,22.090788443729593
STA_C3,16.16710198859483
STA_C4,18.0580953599454
STA_C5,20.667205390651617
STA_D1,42.49492676804598
STA_D2,19.769725764000576
STA_D3,36.61123443973288
STA_D4,42.969550787152095
STA_D5,36.16047428961352
STA_E1,12.69949312765024
STA_E2,15.250681971048401
STA_E3,14.242962307679809
STA_E4,15.866382804503592
STA_E5,14.6871241978197
STA_E6,15.598893437962023
STA_E7,15.7766683725691
STA_E8,12.577287160241115
STA_F1,16.096798939091173
STA_F2,16.789083313024936
STA_F3,17.38354936556676
STA_F4,14.65893892869326
STA_F5,14.25101865932316
STA_F6,16.71173735601371
STA_F7,12.902733432438149
STA_F8,14.408823674676272
STA_F9,11.784367280791532
STA_A1,21.741228590924607
STA_A2,13.427879904469462
STA_A3,14.671109007164752
STA_A4,25.907798849734373
STA_B1,14.517892528147389
STA_B2,15.87040425013403
STA_B3,8.902678949164107
STA_B4,25.61313098893602
STA_C1,17.991404656301256
STA_C2,17.905900147844847
STA_C3,15.724274495946453
STA_C4,10.603155407710686
STA_C5,12.427556806550658
STA_C6,12.121318565092354
STA_C7,15.953488586700445
STA_C8,12.143273236827994
STA_C9,17.179906971454546
STA_C10,9.694696519959056
STA_D1,14.196659528121138
STA_D2,15.253918825289338
STA_D3,15.295063997585489
STA_D4,13.839513403519053
STA_D5,13.823043427401682
STA_D6,13.746998220987496
STA_D7,15.931453442923496
STA_D8,15.840931948552962
STA_D9,12.931800051989416
STA_E1,12.474366129151198
STA_E2,10.227059974655177
STA_E3,11.55895678380531
STA_E4,9.59280645318517
STA_E5,9.941128698152765
STA_E6,12.612548953150801
STA_E7,9.537678437393383
STA_E8,11.328904511955704
STA_E9,8.335738826339147
STA_E10,11.45480413178316
STA_F1,11.436407320758386
STA_F2,10.842878393527332
STA_F3,8.948081030365069
STA_F4,13.293137958765893
STA_F5,7.573340498123509
STA_F6,6.937951381780965
STA_F7,12.711782619291315
STA_F8,13.222973850952862
STA_F9,9.076470146707608
STA_A1,14.81641965199588
STA_A2,22.04403967441635
STA_A3,21.058965272700707
STA_A4,31.942819954184305
STA_A5,16.75146502900033
STA_A6,17.283693083784158
STA_B1,6.044293415216645
STA_B2,10.30421409075401
STA_B3,7.499684066871361
STA_B4,18.849518082565677
STA_B5,15.368417946093503
STA_B6,11.45560713067214
STA_B7,8.971728249744118
STA_C1,18.265110030706243
STA_C2,16.271353462981928
STA_C3,20.251678266803143
STA_C4,7.671276356192428
STA_C5,9.935496758785405
STA_C6,19.854322586148093
STA_C7,9.494378661597695
STA_D1,11.615517327094592
STA_D2,10.747426061315002
